optim,name_db,type_prob,score_type,run_total,time_limit,elapsed_time,num_rows,num_cols,num_classes,train_val_size,test_size,NFS,FINAL_SCORE_VAL,FINAL_SCORE_TST,name_file,model,best_feats
SKGENETICSOPT,scene,binary,logloss,1,120.0,26.29468817313512,2407,304,2,1203,1204,150,0.11534928367518207,0.11624,scene.csv,"LogisticRegression(C=1.32861813906975, max_iter=5000)","Index(['attr1', 'attr6', 'attr7', 'attr8', 'attr9', 'attr11', 'attr12',
       'attr13', 'attr14', 'attr15',
       ...
       'Beach_0', 'Beach_1', 'Sunset_0', 'Sunset_1', 'FallFoliage_0',
       'FallFoliage_1', 'Field_0', 'Field_1', 'Mountain_0', 'Mountain_1'],
      dtype='object', length=150)"
SKGENETICSOPT,scene,binary,logloss,2,120.0,26.902554289499918,2407,304,2,1203,1204,148,0.10934669136257144,0.1095,scene.csv,"LogisticRegression(C=1.6057299750290341, max_iter=5000)","Index(['attr4', 'attr6', 'attr11', 'attr15', 'attr16', 'attr20', 'attr21',
       'attr24', 'attr26', 'attr29',
       ...
       'Beach_0', 'Beach_1', 'Sunset_0', 'Sunset_1', 'FallFoliage_0',
       'FallFoliage_1', 'Field_0', 'Field_1', 'Mountain_0', 'Mountain_1'],
      dtype='object', length=148)"
SKGENETICSOPT,scene,binary,logloss,3,120.0,26.661251016457875,2407,304,2,1203,1204,146,0.10390113426279121,0.111433,scene.csv,"LogisticRegression(C=1.5610431532770839, max_iter=5000)","Index(['attr4', 'attr6', 'attr8', 'attr10', 'attr11', 'attr12', 'attr13',
       'attr14', 'attr17', 'attr18',
       ...
       'Beach_0', 'Beach_1', 'Sunset_0', 'Sunset_1', 'FallFoliage_0',
       'FallFoliage_1', 'Field_0', 'Field_1', 'Mountain_0', 'Mountain_1'],
      dtype='object', length=146)"
SKGENETICSOPT,scene,binary,logloss,4,120.0,26.983939679463706,2407,304,2,1203,1204,144,0.10335470040089725,0.111174,scene.csv,"LogisticRegression(C=1.4254354236240439, max_iter=5000)","Index(['attr2', 'attr4', 'attr5', 'attr6', 'attr15', 'attr16', 'attr17',
       'attr19', 'attr20', 'attr22',
       ...
       'Beach_0', 'Beach_1', 'Sunset_0', 'Sunset_1', 'FallFoliage_0',
       'FallFoliage_1', 'Field_0', 'Field_1', 'Mountain_0', 'Mountain_1'],
      dtype='object', length=144)"
SKGENETICSOPT,yeast_ml8,binary,logloss,0,120.0,10.973592535654705,2417,129,2,1208,1209,62,0.043444557611539265,0.068008,yeast.csv,"LogisticRegression(C=0.3504634243368056, max_iter=5000)","Index(['attr2', 'attr3', 'attr4', 'attr11', 'attr12', 'attr18', 'attr19',
       'attr20', 'attr21', 'attr23', 'attr26', 'attr27', 'attr28', 'attr29',
       'attr30', 'attr32', 'attr33', 'attr35', 'attr36', 'attr38', 'attr39',
       'attr40', 'attr43', 'attr44', 'attr50', 'attr53', 'attr55', 'attr57',
       'attr58', 'attr59', 'attr61', 'attr64', 'attr72', 'attr75', 'attr76',
       'attr77', 'attr82', 'attr83', 'attr85', 'attr86', 'attr90', 'attr91',
       'attr92', 'attr93', 'attr95', 'attr99', 'attr102', 'attr103',
       'class1_0', 'class2_0', 'class2_1', 'class3_0', 'class3_1', 'class4_0',
       'class4_1', 'class6_0', 'class6_1', 'class7_1', 'class10_0',
       'class11_0', 'class12_1', 'class13_0'],
      dtype='object')"
SKGENETICSOPT,yeast_ml8,binary,logloss,2,120.0,10.999427843093873,2417,129,2,1208,1209,69,0.045117007244542456,0.075181,yeast.csv,"LogisticRegression(C=0.363107175513128, max_iter=5000)","Index(['attr3', 'attr4', 'attr7', 'attr8', 'attr9', 'attr12', 'attr13',
       'attr19', 'attr23', 'attr24', 'attr26', 'attr28', 'attr29', 'attr30',
       'attr34', 'attr36', 'attr37', 'attr39', 'attr40', 'attr41', 'attr43',
       'attr44', 'attr51', 'attr52', 'attr54', 'attr56', 'attr58', 'attr59',
       'attr63', 'attr65', 'attr67', 'attr72', 'attr73', 'attr75', 'attr79',
       'attr81', 'attr82', 'attr83', 'attr85', 'attr89', 'attr90', 'attr91',
       'attr92', 'attr93', 'attr94', 'attr95', 'attr96', 'attr98', 'attr99',
       'attr100', 'attr102', 'class1_0', 'class2_0', 'class2_1', 'class3_0',
       'class4_0', 'class4_1', 'class5_1', 'class6_0', 'class6_1', 'class7_0',
       'class8_1', 'class9_1', 'class10_1', 'class11_0', 'class11_1',
       'class12_0', 'class12_1', 'class13_0'],
      dtype='object')"
SKGENETICSOPT,yeast_ml8,binary,logloss,3,120.0,11.03208928902944,2417,129,2,1208,1209,73,0.045259328522785525,0.072508,yeast.csv,"LogisticRegression(C=0.32497509539107056, max_iter=5000)","Index(['attr1', 'attr2', 'attr4', 'attr5', 'attr7', 'attr8', 'attr10',
       'attr11', 'attr14', 'attr17', 'attr18', 'attr19', 'attr20', 'attr24',
       'attr25', 'attr26', 'attr28', 'attr29', 'attr30', 'attr33', 'attr35',
       'attr36', 'attr40', 'attr41', 'attr44', 'attr46', 'attr48', 'attr51',
       'attr52', 'attr53', 'attr56', 'attr58', 'attr59', 'attr60', 'attr63',
       'attr65', 'attr69', 'attr72', 'attr73', 'attr74', 'attr75', 'attr79',
       'attr81', 'attr82', 'attr83', 'attr86', 'attr89', 'attr91', 'attr92',
       'attr93', 'attr94', 'attr95', 'attr97', 'attr98', 'attr99', 'attr102',
       'attr103', 'class1_0', 'class1_1', 'class2_0', 'class2_1', 'class3_0',
       'class3_1', 'class4_0', 'class4_1', 'class5_0', 'class5_1', 'class6_0',
       'class6_1', 'class7_1', 'class9_1', 'class10_1', 'class12_0'],
      dtype='object')"
SKGENETICSOPT,yeast_ml8,binary,logloss,4,120.0,10.943309926986695,2417,129,2,1208,1209,62,0.04947834669199704,0.071381,yeast.csv,"LogisticRegression(C=0.32381581180160923, max_iter=5000)","Index(['attr1', 'attr2', 'attr4', 'attr8', 'attr9', 'attr12', 'attr13',
       'attr15', 'attr17', 'attr23', 'attr24', 'attr28', 'attr29', 'attr33',
       'attr36', 'attr40', 'attr41', 'attr48', 'attr49', 'attr51', 'attr52',
       'attr54', 'attr57', 'attr58', 'attr61', 'attr63', 'attr64', 'attr66',
       'attr67', 'attr70', 'attr72', 'attr73', 'attr75', 'attr77', 'attr78',
       'attr80', 'attr82', 'attr83', 'attr86', 'attr88', 'attr91', 'attr94',
       'attr95', 'attr101', 'attr102', 'class1_0', 'class1_1', 'class2_0',
       'class2_1', 'class3_0', 'class3_1', 'class4_1', 'class5_0', 'class6_0',
       'class6_1', 'class7_0', 'class7_1', 'class8_1', 'class10_0',
       'class11_1', 'class13_0', 'class13_1'],
      dtype='object')"
SKGENETICSOPT,ada_prior,binary,logloss,0,120.0,14.8396125237147,4562,102,2,2281,2281,57,0.33161389254291046,0.352339,ada.csv,"LogisticRegression(C=0.36001839750610465, max_iter=5000)","Index(['age', 'workclass_Federal-gov', 'workclass_Without-pay',
       'workclass_Self-emp-inc', 'workclass_Local-gov', 'workclass_Private',
       'fnlwgt', 'education_Assoc-voc', 'education_5th-6th', 'education_9th',
       'education_Assoc-acdm', 'education_Doctorate', 'education_Bachelors',
       'education_HS-grad', 'education_1st-4th', 'educationNum',
       'maritalStatus_Married-civ-spouse',
       'maritalStatus_Married-spouse-absent', 'maritalStatus_Separated',
       'maritalStatus_Widowed', 'maritalStatus_Married-AF-spouse',
       'occupation_Prof-specialty', 'occupation_Adm-clerical',
       'occupation_Tech-support', 'occupation_Priv-house-serv',
       'occupation_Other-service', 'occupation_Handlers-cleaners',
       'occupation_Machine-op-inspct', 'occupation_Farming-fishing',
       'relationship_Unmarried', 'relationship_Wife', 'relationship_Own-child',
       'race_White', 'race_Black', 'race_Amer-Indian-Eskimo', 'sex_Male',
       'capitalGain', 'capitalLoss', 'hoursPerWeek', 'nativeCountry_Cuba',
       'nativeCountry_Taiwan', 'nativeCountry_Columbia',
       'nativeCountry_England', 'nativeCountry_Italy', 'nativeCountry_France',
       'nativeCountry_Peru', 'nativeCountry_Trinadad&Tobago',
       'nativeCountry_Puerto-Rico', 'nativeCountry_Hong',
       'nativeCountry_Guatemala', 'nativeCountry_Scotland',
       'nativeCountry_Cambodia', 'nativeCountry_Hungary',
       'nativeCountry_Mexico', 'nativeCountry_Laos', 'nativeCountry_Canada',
       'nativeCountry_Dominican-Republic'],
      dtype='object')"
SKGENETICSOPT,ada_prior,binary,logloss,1,120.0,15.472236820062001,4562,102,2,2281,2281,61,0.32616327846252924,0.353322,ada.csv,"LogisticRegression(C=0.9654940359029303, max_iter=5000)","Index(['age', 'workclass_Federal-gov', 'workclass_Self-emp-inc',
       'workclass_State-gov', 'workclass_Local-gov',
       'workclass_Self-emp-not-inc', 'workclass_Private', 'fnlwgt',
       'education_11th', 'education_Masters', 'education_Some-college',
       'education_Assoc-voc', 'education_5th-6th', 'education_10th',
       'education_Preschool', 'education_Assoc-acdm', 'education_Bachelors',
       'education_1st-4th', 'education_7th-8th', 'educationNum',
       'maritalStatus_Married-civ-spouse', 'maritalStatus_Divorced',
       'maritalStatus_Widowed', 'occupation_Protective-serv',
       'occupation_Prof-specialty', 'occupation_Adm-clerical',
       'occupation_Other-service', 'occupation_Handlers-cleaners',
       'occupation_Machine-op-inspct', 'occupation_Farming-fishing',
       'relationship_Not-in-family', 'relationship_Other-relative',
       'relationship_Wife', 'relationship_Own-child', 'race_Black',
       'race_Other', 'sex_Female', 'capitalGain', 'capitalLoss',
       'hoursPerWeek', 'nativeCountry_Philippines', 'nativeCountry_Taiwan',
       'nativeCountry_Columbia', 'nativeCountry_England',
       'nativeCountry_Nicaragua', 'nativeCountry_South',
       'nativeCountry_Vietnam', 'nativeCountry_France', 'nativeCountry_Haiti',
       'nativeCountry_Honduras', 'nativeCountry_Peru',
       'nativeCountry_Outlying-US(Guam-USVI-etc)', 'nativeCountry_Jamaica',
       'nativeCountry_Scotland', 'nativeCountry_Mexico', 'nativeCountry_Laos',
       'nativeCountry_Canada', 'nativeCountry_Poland',
       'nativeCountry_Dominican-Republic', 'nativeCountry_Germany',
       'nativeCountry_Japan'],
      dtype='object')"
SKGENETICSOPT,ada_prior,binary,logloss,2,120.0,15.262540570894878,4562,102,2,2281,2281,58,0.3303599141284181,0.352997,ada.csv,"LogisticRegression(C=0.5867952685940916, max_iter=5000)","Index(['age', 'workclass_Federal-gov', 'workclass_Self-emp-inc',
       'workclass_Local-gov', 'workclass_Self-emp-not-inc', 'fnlwgt',
       'education_Masters', 'education_Preschool', 'education_Assoc-acdm',
       'education_Bachelors', 'education_HS-grad', 'education_12th',
       'education_Prof-school', 'education_1st-4th', 'educationNum',
       'maritalStatus_Married-civ-spouse',
       'maritalStatus_Married-spouse-absent', 'maritalStatus_Separated',
       'maritalStatus_Widowed', 'maritalStatus_Never-married',
       'occupation_Sales', 'occupation_Prof-specialty',
       'occupation_Adm-clerical', 'occupation_Tech-support',
       'occupation_Priv-house-serv', 'occupation_Other-service',
       'occupation_Handlers-cleaners', 'occupation_Transport-moving',
       'occupation_Exec-managerial', 'occupation_Farming-fishing',
       'relationship_Other-relative', 'relationship_Wife', 'race_White',
       'race_Amer-Indian-Eskimo', 'sex_Female', 'capitalGain', 'capitalLoss',
       'hoursPerWeek', 'nativeCountry_Cuba', 'nativeCountry_Philippines',
       'nativeCountry_Iran', 'nativeCountry_Greece', 'nativeCountry_Ecuador',
       'nativeCountry_United-States', 'nativeCountry_Ireland',
       'nativeCountry_England', 'nativeCountry_Italy', 'nativeCountry_Vietnam',
       'nativeCountry_France', 'nativeCountry_Honduras',
       'nativeCountry_Puerto-Rico', 'nativeCountry_Guatemala',
       'nativeCountry_Outlying-US(Guam-USVI-etc)', 'nativeCountry_Hungary',
       'nativeCountry_Mexico', 'nativeCountry_Canada', 'nativeCountry_Poland',
       'nativeCountry_Dominican-Republic'],
      dtype='object')"
SKGENETICSOPT,ada_prior,binary,logloss,3,120.0,14.46792946656545,4562,102,2,2281,2281,54,0.330204096017752,0.351917,ada.csv,"LogisticRegression(C=0.4387490224325722, max_iter=5000)","Index(['age', 'workclass_Federal-gov', 'workclass_State-gov',
       'workclass_Local-gov', 'workclass_Private', 'fnlwgt',
       'education_Masters', 'education_Preschool', 'education_HS-grad',
       'education_Prof-school', 'education_7th-8th', 'educationNum',
       'maritalStatus_Married-civ-spouse', 'maritalStatus_Divorced',
       'maritalStatus_Widowed', 'occupation_Sales',
       'occupation_Protective-serv', 'occupation_Prof-specialty',
       'occupation_Adm-clerical', 'occupation_Tech-support',
       'occupation_Handlers-cleaners', 'occupation_Craft-repair',
       'occupation_Armed-Forces', 'occupation_Exec-managerial',
       'occupation_Farming-fishing', 'relationship_Unmarried',
       'relationship_Other-relative', 'relationship_Wife',
       'relationship_Husband', 'relationship_Own-child', 'race_Black',
       'race_Asian-Pac-Islander', 'sex_Female', 'capitalGain', 'capitalLoss',
       'hoursPerWeek', 'nativeCountry_Portugal', 'nativeCountry_United-States',
       'nativeCountry_Ireland', 'nativeCountry_England',
       'nativeCountry_Nicaragua', 'nativeCountry_Italy', 'nativeCountry_India',
       'nativeCountry_Haiti', 'nativeCountry_Honduras', 'nativeCountry_Peru',
       'nativeCountry_Puerto-Rico', 'nativeCountry_Guatemala',
       'nativeCountry_Outlying-US(Guam-USVI-etc)', 'nativeCountry_Cambodia',
       'nativeCountry_Mexico', 'nativeCountry_Laos', 'nativeCountry_Canada',
       'nativeCountry_Dominican-Republic'],
      dtype='object')"
SKGENETICSOPT,ada_prior,binary,logloss,4,120.0,14.905572426319122,4562,102,2,2281,2281,53,0.3292519580037154,0.35472,ada.csv,"LogisticRegression(C=0.59982706858903, max_iter=5000)","Index(['age', 'workclass_Federal-gov', 'workclass_State-gov',
       'workclass_Self-emp-not-inc', 'fnlwgt', 'education_Assoc-voc',
       'education_Preschool', 'education_9th', 'education_Bachelors',
       'education_HS-grad', 'education_1st-4th', 'education_7th-8th',
       'educationNum', 'maritalStatus_Divorced', 'maritalStatus_Widowed',
       'maritalStatus_Never-married', 'occupation_Adm-clerical',
       'occupation_Tech-support', 'occupation_Priv-house-serv',
       'occupation_Other-service', 'occupation_Handlers-cleaners',
       'occupation_Craft-repair', 'occupation_Machine-op-inspct',
       'occupation_Exec-managerial', 'occupation_Farming-fishing',
       'relationship_Unmarried', 'relationship_Other-relative',
       'relationship_Wife', 'relationship_Husband', 'relationship_Own-child',
       'race_Black', 'race_Amer-Indian-Eskimo', 'sex_Female', 'capitalGain',
       'capitalLoss', 'hoursPerWeek', 'nativeCountry_Portugal',
       'nativeCountry_Cuba', 'nativeCountry_Iran',
       'nativeCountry_United-States', 'nativeCountry_Nicaragua',
       'nativeCountry_Italy', 'nativeCountry_Honduras', 'nativeCountry_Peru',
       'nativeCountry_Hong', 'nativeCountry_Guatemala',
       'nativeCountry_Outlying-US(Guam-USVI-etc)', 'nativeCountry_Jamaica',
       'nativeCountry_Scotland', 'nativeCountry_Laos', 'nativeCountry_Canada',
       'nativeCountry_Poland', 'nativeCountry_Japan'],
      dtype='object')"
SKGENETICSOPT,sylva_prior,binary,logloss,0,120.0,30.0844873269399,14395,108,2,7197,7198,67,0.016437605525643138,0.019991,sylva.csv,"LogisticRegression(C=0.6704875816428167, max_iter=5000)","Index(['Elevation', 'Aspect', 'Horizontal_Distance_To_Hydrology',
       'Hillshade_9am', 'Hillshade_3pm', 'Horizontal_Distance_To_Fire_Points',
       'Rawah_Wilderness_Area', 'Cache_la_Poudre_Wilderness_Area',
       'Soil_Type_1', 'Soil_Type_2', 'Soil_Type_3', 'Soil_Type_4',
       'Soil_Type_5', 'Soil_Type_6', 'Soil_Type_8', 'Soil_Type_10',
       'Soil_Type_11', 'Soil_Type_12', 'Soil_Type_13', 'Soil_Type_14',
       'Soil_Type_15', 'Soil_Type_16', 'Soil_Type_17', 'Soil_Type_19',
       'Soil_Type_20', 'Soil_Type_22', 'Soil_Type_24', 'Soil_Type_26',
       'Soil_Type_28', 'Soil_Type_29', 'Soil_Type_32', 'Soil_Type_33',
       'Soil_Type_36', 'Soil_Type_37', 'Soil_Type_38', 'Soil_Type_40',
       'dup_Elevation', 'dup_Aspect', 'dup_Horizontal_Distance_To_Hydrology',
       'dup_Vertical_Distance_To_Hydrology', 'dup_Hillshade_9am',
       'dup_Hillshade_Noon', 'dup_Hillshade_3pm',
       'dup_Horizontal_Distance_To_Fire_Points', 'dup_Rawah_Wilderness_Area',
       'dup_Neota_Wilderness_Area', 'dup_Cache_la_Poudre_Wilderness_Area',
       'dup_Soil_Type_1', 'dup_Soil_Type_2', 'dup_Soil_Type_3',
       'dup_Soil_Type_4', 'dup_Soil_Type_6', 'dup_Soil_Type_9',
       'dup_Soil_Type_12', 'dup_Soil_Type_15', 'dup_Soil_Type_16',
       'dup_Soil_Type_18', 'dup_Soil_Type_19', 'dup_Soil_Type_22',
       'dup_Soil_Type_23', 'dup_Soil_Type_24', 'dup_Soil_Type_25',
       'dup_Soil_Type_28', 'dup_Soil_Type_29', 'dup_Soil_Type_30',
       'dup_Soil_Type_31', 'dup_Soil_Type_34'],
      dtype='object')"
SKGENETICSOPT,sylva_prior,binary,logloss,1,120.0,31.0305038968722,14395,108,2,7197,7198,66,0.016272863590273617,0.018334,sylva.csv,"LogisticRegression(C=1.290012686191886, max_iter=5000)","Index(['Elevation', 'Slope', 'Hillshade_9am',
       'Horizontal_Distance_To_Fire_Points', 'Rawah_Wilderness_Area',
       'Neota_Wilderness_Area', 'Comanche_Peak_Wilderness_Area',
       'Cache_la_Poudre_Wilderness_Area', 'Soil_Type_2', 'Soil_Type_3',
       'Soil_Type_4', 'Soil_Type_5', 'Soil_Type_6', 'Soil_Type_10',
       'Soil_Type_11', 'Soil_Type_12', 'Soil_Type_15', 'Soil_Type_16',
       'Soil_Type_19', 'Soil_Type_20', 'Soil_Type_22', 'Soil_Type_23',
       'Soil_Type_24', 'Soil_Type_26', 'Soil_Type_30', 'Soil_Type_31',
       'Soil_Type_32', 'Soil_Type_36', 'Soil_Type_37', 'Soil_Type_40',
       'dup_Elevation', 'dup_Horizontal_Distance_To_Hydrology',
       'dup_Vertical_Distance_To_Hydrology',
       'dup_Horizontal_Distance_To_Roadways', 'dup_Hillshade_9am',
       'dup_Hillshade_Noon', 'dup_Hillshade_3pm', 'dup_Rawah_Wilderness_Area',
       'dup_Neota_Wilderness_Area', 'dup_Cache_la_Poudre_Wilderness_Area',
       'dup_Soil_Type_2', 'dup_Soil_Type_3', 'dup_Soil_Type_4',
       'dup_Soil_Type_5', 'dup_Soil_Type_6', 'dup_Soil_Type_8',
       'dup_Soil_Type_12', 'dup_Soil_Type_13', 'dup_Soil_Type_14',
       'dup_Soil_Type_16', 'dup_Soil_Type_18', 'dup_Soil_Type_20',
       'dup_Soil_Type_23', 'dup_Soil_Type_24', 'dup_Soil_Type_26',
       'dup_Soil_Type_28', 'dup_Soil_Type_29', 'dup_Soil_Type_30',
       'dup_Soil_Type_31', 'dup_Soil_Type_32', 'dup_Soil_Type_33',
       'dup_Soil_Type_36', 'dup_Soil_Type_37', 'dup_Soil_Type_38',
       'dup_Soil_Type_39', 'dup_Soil_Type_40'],
      dtype='object')"
SKGENETICSOPT,sylva_prior,binary,logloss,2,120.0,29.80923346678416,14395,108,2,7197,7198,58,0.016548322209279008,0.020648,sylva.csv,"LogisticRegression(C=1.0277398404682943, max_iter=5000)","Index(['Elevation', 'Horizontal_Distance_To_Roadways', 'Hillshade_9am',
       'Hillshade_Noon', 'Rawah_Wilderness_Area', 'Neota_Wilderness_Area',
       'Cache_la_Poudre_Wilderness_Area', 'Soil_Type_2', 'Soil_Type_3',
       'Soil_Type_4', 'Soil_Type_6', 'Soil_Type_8', 'Soil_Type_9',
       'Soil_Type_11', 'Soil_Type_14', 'Soil_Type_15', 'Soil_Type_16',
       'Soil_Type_17', 'Soil_Type_18', 'Soil_Type_20', 'Soil_Type_23',
       'Soil_Type_24', 'Soil_Type_25', 'Soil_Type_26', 'Soil_Type_27',
       'Soil_Type_30', 'Soil_Type_31', 'Soil_Type_32', 'Soil_Type_33',
       'Soil_Type_36', 'Soil_Type_40', 'dup_Elevation', 'dup_Slope',
       'dup_Horizontal_Distance_To_Hydrology',
       'dup_Horizontal_Distance_To_Roadways',
       'dup_Horizontal_Distance_To_Fire_Points',
       'dup_Comanche_Peak_Wilderness_Area',
       'dup_Cache_la_Poudre_Wilderness_Area', 'dup_Soil_Type_1',
       'dup_Soil_Type_2', 'dup_Soil_Type_4', 'dup_Soil_Type_6',
       'dup_Soil_Type_7', 'dup_Soil_Type_9', 'dup_Soil_Type_10',
       'dup_Soil_Type_12', 'dup_Soil_Type_13', 'dup_Soil_Type_16',
       'dup_Soil_Type_17', 'dup_Soil_Type_19', 'dup_Soil_Type_20',
       'dup_Soil_Type_24', 'dup_Soil_Type_27', 'dup_Soil_Type_28',
       'dup_Soil_Type_29', 'dup_Soil_Type_31', 'dup_Soil_Type_32',
       'dup_Soil_Type_37'],
      dtype='object')"
SKGENETICSOPT,sylva_prior,binary,logloss,3,120.0,30.375875250498453,14395,108,2,7197,7198,62,0.01619612548793293,0.020429,sylva.csv,"LogisticRegression(C=0.9951689982120939, max_iter=5000)","Index(['Elevation', 'Aspect', 'Horizontal_Distance_To_Hydrology',
       'Vertical_Distance_To_Hydrology', 'Hillshade_3pm',
       'Rawah_Wilderness_Area', 'Neota_Wilderness_Area',
       'Comanche_Peak_Wilderness_Area', 'Cache_la_Poudre_Wilderness_Area',
       'Soil_Type_2', 'Soil_Type_4', 'Soil_Type_5', 'Soil_Type_6',
       'Soil_Type_8', 'Soil_Type_9', 'Soil_Type_13', 'Soil_Type_14',
       'Soil_Type_15', 'Soil_Type_18', 'Soil_Type_20', 'Soil_Type_21',
       'Soil_Type_22', 'Soil_Type_24', 'Soil_Type_25', 'Soil_Type_28',
       'Soil_Type_29', 'Soil_Type_31', 'Soil_Type_32', 'Soil_Type_33',
       'Soil_Type_34', 'Soil_Type_36', 'Soil_Type_40', 'dup_Elevation',
       'dup_Horizontal_Distance_To_Hydrology',
       'dup_Vertical_Distance_To_Hydrology', 'dup_Hillshade_Noon',
       'dup_Hillshade_3pm', 'dup_Horizontal_Distance_To_Fire_Points',
       'dup_Rawah_Wilderness_Area', 'dup_Neota_Wilderness_Area',
       'dup_Comanche_Peak_Wilderness_Area', 'dup_Soil_Type_1',
       'dup_Soil_Type_2', 'dup_Soil_Type_4', 'dup_Soil_Type_7',
       'dup_Soil_Type_8', 'dup_Soil_Type_9', 'dup_Soil_Type_10',
       'dup_Soil_Type_12', 'dup_Soil_Type_13', 'dup_Soil_Type_14',
       'dup_Soil_Type_16', 'dup_Soil_Type_19', 'dup_Soil_Type_21',
       'dup_Soil_Type_22', 'dup_Soil_Type_23', 'dup_Soil_Type_24',
       'dup_Soil_Type_28', 'dup_Soil_Type_29', 'dup_Soil_Type_31',
       'dup_Soil_Type_34', 'dup_Soil_Type_39'],
      dtype='object')"
